Date (AAAAMMJJ);Precipitations (mm);Temperature min (C);Heure Temp min;Temperature max (C);Heure Temp max;Temperature moyenne (C);Moyenne Temp min-max (C);Amplitude thermique (C);Duree gel (min);Meteo;vacance_scolaire;Saison
20221230;4.0;6.0;211;16.3;226;11.2;11.2;10.3;0;Pluie;Oui;Hiver
20221231;0.0;14.5;1932;16.5;1139;15.7;15.5;2.0;0;Gris;Oui;Hiver
20230101;4.6;11.7;1450;15.3;2304;13.6;13.5;3.6;0;Pluie;Oui;Hiver
20230102;1.4;10.0;1755;12.9;1322;10.7;11.5;2.9;0;Pluie;Oui;Hiver
20230103;1.6;5.7;252;11.2;539;8.4;8.5;5.5;0;Pluie;Oui;Hiver
20230104;0.4;9.5;1801;14.3;1949;12.5;11.9;4.8;0;Gris;Non;Hiver
20230105;0.4;11.9;1724;14.1;1326;12.9;13.0;2.2;0;Gris;Non;Hiver
20230106;0.0;10.9;309;13.6;1443;12.0;12.3;2.7;0;Gris;Non;Hiver
20230107;3.2;8.2;744;11.5;1229;10.4;9.9;3.3;0;Pluie;Non;Hiver
20230108;1.8;8.1;702;11.6;1351;9.7;9.9;3.5;0;Pluie;Non;Hiver
20230109;3.6;6.6;1740;9.8;1205;7.7;8.2;3.2;0;Pluie;Non;Hiver
20230110;4.0;5.1;507;12.7;313;8.1;8.9;7.6;0;Pluie;Non;Hiver
20230111;0.0;10.5;1801;12.7;1352;11.2;11.6;2.2;0;Frais;Non;Hiver
20230112;2.2;9.7;2250;12.2;1502;11.3;11.0;2.5;0;Pluie;Non;Hiver
20230113;0.2;9.0;751;11.8;1233;9.9;10.4;2.8;0;Frais;Non;Hiver
20230114;15.1;8.3;108;12.6;1753;10.5;10.5;4.3;0;Pluie;Non;Hiver
20230115;5.6;6.3;737;10.0;1351;7.7;8.2;3.7;0;Pluie;Non;Hiver
20230116;2.4;4.7;929;7.0;601;5.7;5.9;2.3;0;Pluie;Non;Hiver
20230117;0.4;1.5;210;4.4;1211;2.9;3.0;2.9;0;Froid;Non;Hiver
20230118;0.0;0.2;729;6.9;1341;2.9;3.6;6.7;0;Froid;Non;Hiver
20230119;1.4;0.8;732;3.4;1213;1.9;2.1;2.6;0;Neige;Non;Hiver
20230120;0.2;0.5;635;7.4;1354;3.8;4.0;6.9;0;Froid;Non;Hiver
20230121;0.0;0.2;652;5.7;1425;2.2;3.0;5.5;0;Froid;Non;Hiver
20230122;0.0;-0.4;509;2.7;1415;1.2;1.2;3.1;165;Froid;Non;Hiver
20230123;0.0;1.2;1859;3.3;1352;2.4;2.3;2.1;0;Froid;Non;Hiver
20230124;0.0;1.6;559;3.6;1430;2.7;2.6;2.0;0;Froid;Non;Hiver
20230125;0.2;-0.1;1714;2.1;601;1.2;1.0;2.2;221;Neige;Non;Hiver
20230126;0.4;-0.3;2023;5.5;1821;3.1;2.6;5.8;0;Froid;Non;Hiver
20230127;0.0;4.5;2027;5.3;809;4.9;4.9;0.8;0;Froid;Non;Hiver
20230128;0.0;1.8;1755;4.5;1253;3.2;3.2;2.7;0;Froid;Non;Hiver
20230129;0.0;-1.4;743;5.9;1427;2.8;2.3;7.3;468;Froid;Non;Hiver
20230130;0.2;4.5;2349;9.7;1534;6.4;7.1;5.2;0;Frais;Non;Hiver
20230131;0.0;2.5;327;10.2;1427;6.8;6.4;7.7;0;Frais;Non;Hiver
20230201;0.0;7.2;724;11.0;1228;8.8;9.1;3.8;0;Frais;Non;Hiver
20230202;0.0;6.4;336;10.7;1214;8.8;8.6;4.3;0;Frais;Non;Hiver
20230203;0.0;7.9;704;10.8;1645;9.5;9.4;2.9;0;Frais;Non;Hiver
20230204;1.2;9.2;1043;10.6;1512;9.5;9.9;1.4;0;Pluie;Non;Hiver
20230205;0.2;7.2;1735;11.6;1416;7.7;9.4;4.4;0;Frais;Non;Hiver
20230206;0.0;1.7;646;10.4;1424;4.7;6.1;8.7;0;Froid;Non;Hiver
20230207;0.2;0.3;725;9.0;1427;3.2;4.7;8.7;0;Froid;Non;Hiver
20230208;0.0;-1.7;711;9.2;1408;2.7;3.8;10.9;532;Froid;Non;Hiver
20230209;0.0;-1.6;211;9.1;1336;3.4;3.8;10.7;474;Froid;Non;Hiver
20230210;0.0;2.6;2043;10.8;1452;7.4;6.7;8.2;0;Frais;Non;Hiver
20230211;0.0;1.8;637;12.4;1103;7.1;7.1;10.6;0;Frais;Non;Hiver
20230212;0.0;6.8;1759;10.0;1510;7.5;8.4;3.2;0;Frais;Non;Hiver
20230213;0.0;2.2;656;14.4;1436;7.0;8.3;12.2;0;Frais;Non;Hiver
20230214;0.2;1.6;715;15.9;1518;7.1;8.8;14.3;0;Frais;Non;Hiver
20230215;0.0;3.0;621;13.3;1554;7.5;8.2;10.3;0;Frais;Non;Hiver
20230216;0.0;4.1;442;14.8;1421;10.1;9.5;10.7;0;Frais;Non;Hiver
20230217;0.0;11.3;241;16.2;1538;13.3;13.8;4.9;0;Gris;Non;Hiver
20230218;0.0;11.5;628;12.7;1530;12.0;12.1;1.2;0;Gris;Oui;Hiver
20230219;0.0;10.5;53;15.2;1423;11.1;12.9;4.7;0;Frais;Oui;Hiver
20230220;0.0;4.9;713;15.5;1529;8.8;10.2;10.6;0;Frais;Oui;Hiver
20230221;0.2;3.0;601;18.6;1437;9.9;10.8;15.6;0;Frais;Oui;Hiver
20230222;0.4;8.9;812;10.2;1039;9.6;9.6;1.3;;Frais;Oui;Hiver
20230223;0.0;6.1;707;11.4;948;9.1;8.8;5.3;0;Frais;Oui;Hiver
20230224;0.0;6.7;804;13.5;1352;8.5;10.1;6.8;0;Frais;Oui;Hiver
20230225;0.0;3.7;653;10.1;1154;6.4;6.9;6.4;0;Frais;Oui;Hiver
20230226;0.0;0.3;608;7.5;1357;3.1;3.9;7.2;0;Froid;Oui;Hiver
20230227;0.0;-0.8;649;9.5;1444;3.5;4.4;10.3;326;Froid;Oui;Hiver
20230228;0.0;-1.0;652;7.9;1337;2.9;3.5;8.9;317;Froid;Oui;Hiver
20230301;0.0;-1.0;555;10.2;1414;3.5;4.6;11.2;361;Froid;Oui;Hiver
20230302;0.0;-0.3;519;12.1;1519;4.9;5.9;12.4;173;Froid;Oui;Hiver
20230303;0.0;1.2;625;12.5;1409;4.9;6.9;11.3;0;Froid;Oui;Hiver
20230304;0.0;0.8;449;6.7;1459;4.4;3.8;5.9;0;Froid;Oui;Hiver
20230305;0.0;5.1;624;7.2;1521;6.2;6.2;2.1;0;Frais;Oui;Hiver
20230306;0.0;4.1;539;7.9;1642;6.3;6.0;3.8;0;Frais;Oui;Hiver
20230307;8.2;5.2;546;10.0;1325;7.3;7.6;4.8;0;Pluie;Non;Hiver
20230308;17.1;5.5;102;15.0;1142;10.7;10.3;9.5;0;Pluie;Non;Hiver
20230309;5.6;9.9;102;15.6;1318;12.4;12.8;5.7;0;Pluie;Non;Hiver
20230310;1.0;5.4;1612;9.6;739;7.8;7.5;4.2;0;Frais;Non;Hiver
20230311;0.8;3.6;531;10.2;548;6.6;6.9;6.6;0;Frais;Non;Hiver
20230312;1.0;7.6;2149;15.0;1336;12.2;11.3;7.4;0;Doux;Non;Hiver
20230313;0.8;12.3;2100;16.8;1116;13.9;14.6;4.5;0;Doux;Non;Hiver
20230314;2.8;7.5;1020;12.8;1238;8.8;10.2;5.3;0;Pluie;Non;Hiver
20230315;0.0;3.3;617;12.2;1334;8.4;7.8;8.9;0;Frais;Non;Hiver
20230316;0.0;6.2;609;18.9;1456;12.0;12.6;12.7;0;Doux;Non;Hiver
20230317;2.6;9.8;212;17.4;958;13.1;13.6;7.6;0;Pluie;Non;Hiver
20230318;0.8;9.7;606;17.3;1540;13.1;13.5;7.6;0;Doux;Non;Hiver
20230319;1.2;9.8;1126;13.3;1546;10.3;11.6;3.5;0;Pluie;Non;Hiver
20230320;0.4;4.3;244;15.7;1346;11.0;10.0;11.4;0;Frais;Non;Printemps
20230321;0.0;9.8;609;16.7;1500;12.9;13.3;6.9;0;Doux;Non;Printemps
20230322;1.2;9.8;301;15.0;1612;12.5;12.4;5.2;0;Pluie;Non;Printemps
20230323;0.8;12.2;614;17.1;1352;14.3;14.7;4.9;0;Doux;Non;Printemps
20230324;4.4;11.5;1759;16.5;1513;12.9;14.0;5.0;0;Pluie;Non;Printemps
20230325;3.4;9.3;228;15.6;1457;12.0;12.5;6.3;0;Pluie;Non;Printemps
20230326;0.4;8.6;146;14.5;1437;10.1;11.6;5.9;0;Frais;Non;Printemps
20230327;0.0;5.8;344;12.3;1250;8.3;9.1;6.5;0;Frais;Non;Printemps
20230328;0.0;4.8;445;11.2;1214;8.5;8.0;6.4;0;Frais;Non;Printemps
20230329;0.2;9.0;2205;21.6;1543;16.3;15.3;12.6;0;Soleil;Non;Printemps
20230330;2.4;13.2;557;18.5;1352;15.1;15.9;5.3;0;Pluie;Non;Printemps
20230331;3.2;11.8;26;16.0;1210;13.1;13.9;4.2;0;Pluie;Non;Printemps
20230401;1.8;10.5;157;17.2;1318;12.0;13.9;6.7;0;Pluie;Non;Printemps
20230402;0.0;7.6;1736;9.5;1223;8.2;8.6;1.9;0;Frais;Non;Printemps
20230403;0.0;5.5;552;14.7;1418;9.0;10.1;9.2;0;Frais;Non;Printemps
20230404;0.0;2.3;539;15.3;1547;8.3;8.8;13.0;0;Frais;Non;Printemps
20230405;0.0;2.5;422;18.0;1535;10.5;10.3;15.5;0;Frais;Non;Printemps
20230406;0.2;9.7;633;17.2;1400;12.0;13.5;7.5;0;Doux;Non;Printemps
20230407;0.0;7.2;514;17.4;1313;11.1;12.3;10.2;0;Frais;Non;Printemps
20230408;0.0;4.6;520;18.2;1458;10.7;11.4;13.6;0;Frais;Non;Printemps
20230409;0.0;4.7;545;20.3;1545;13.0;12.5;15.6;0;Doux;Non;Printemps
20230410;5.4;10.5;439;17.4;1357;13.1;14.0;6.9;0;Pluie;Non;Printemps
20230411;12.5;8.9;602;14.3;1432;10.9;11.6;5.4;0;Pluie;Non;Printemps
20230412;3.0;7.4;1717;14.7;1334;10.3;11.1;7.3;0;Pluie;Non;Printemps
20230413;0.4;7.0;527;15.5;1603;10.4;11.3;8.5;0;Frais;Non;Printemps
20230414;14.1;5.5;430;10.1;1108;8.0;7.8;4.6;0;Pluie;Non;Printemps
20230415;0.6;8.2;453;15.7;1618;10.6;12.0;7.5;0;Frais;Non;Printemps
20230416;0.0;5.2;422;18.8;1432;11.5;12.0;13.6;0;Frais;Non;Printemps
20230417;0.0;6.1;241;13.6;1535;10.0;9.9;7.5;0;Frais;Non;Printemps
20230418;0.6;7.1;502;18.1;1359;12.2;12.6;11.0;0;Doux;Non;Printemps
20230419;0.0;8.3;443;21.9;1321;14.4;15.1;13.6;0;Doux;Non;Printemps
20230420;0.0;7.0;515;16.0;1018;9.6;11.5;9.0;0;Frais;Non;Printemps
20230421;3.6;3.8;124;16.7;1602;9.9;10.3;12.9;0;Pluie;Non;Printemps
20230422;4.0;7.0;28;18.1;1609;12.5;12.6;11.1;0;Pluie;Oui;Printemps
20230423;5.2;9.2;429;16.5;1517;11.6;12.9;7.3;0;Pluie;Oui;Printemps
20230424;2.4;8.5;26;15.7;1222;11.1;12.1;7.2;0;Pluie;Oui;Printemps
20230425;0.0;7.9;341;13.2;1322;9.2;10.6;5.3;0;Frais;Oui;Printemps
20230426;1.2;5.0;203;15.1;1225;11.1;10.1;10.1;0;Pluie;Oui;Printemps
20230427;8.2;9.7;427;19.9;1128;15.2;14.8;10.2;0;Pluie;Oui;Printemps
20230428;0.2;15.0;1920;24.5;1416;17.6;19.8;9.5;0;Soleil;Oui;Printemps
20230429;0.0;10.3;306;18.6;1537;12.8;14.5;8.3;0;Doux;Oui;Printemps
20230430;0.0;8.0;428;19.0;1129;13.7;13.5;11.0;0;Doux;Oui;Printemps
20230501;4.2;9.6;200;18.0;1159;13.1;13.8;8.4;0;Pluie;Oui;Printemps
20230502;0.0;8.8;341;20.4;1433;14.8;14.6;11.6;0;Doux;Oui;Printemps
20230503;0.0;7.5;429;23.9;1432;16.2;15.7;16.4;0;Soleil;Oui;Printemps
20230504;1.0;12.2;415;24.3;1647;18.8;18.3;12.1;0;Soleil;Oui;Printemps
20230505;1.2;13.7;645;22.4;1414;16.6;18.1;8.7;0;Pluie;Oui;Printemps
20230506;22.2;12.4;123;21.8;1238;17.0;17.1;9.4;0;Pluie;Oui;Printemps
20230507;4.0;14.0;427;19.6;1502;15.5;16.8;5.6;0;Pluie;Oui;Printemps
20230508;2.2;11.6;449;20.2;1310;16.1;15.9;8.6;0;Pluie;Oui;Printemps
20230509;15.5;11.8;721;19.5;1622;14.6;15.7;7.7;0;Pluie;Oui;Printemps
20230510;6.8;10.6;407;19.8;1536;13.6;15.2;9.2;0;Pluie;Non;Printemps
20230511;0.2;11.4;410;17.0;1412;13.5;14.2;5.6;0;Doux;Non;Printemps
20230512;1.4;9.9;418;14.8;801;12.6;12.4;4.9;0;Pluie;Non;Printemps
20230513;0.0;11.3;2022;24.3;1349;16.4;17.8;13.0;0;Soleil;Non;Printemps
20230514;0.0;10.3;517;22.2;1515;14.5;16.3;11.9;0;Doux;Non;Printemps
20230515;3.6;9.7;418;16.3;1059;12.1;13.0;6.6;0;Pluie;Non;Printemps
20230516;0.0;6.7;437;18.9;1331;13.0;12.8;12.2;0;Doux;Non;Printemps
20230517;0.0;9.0;402;20.1;1615;14.2;14.6;11.1;0;Doux;Non;Printemps
20230518;0.0;8.2;414;20.5;1319;14.4;14.4;12.3;0;Doux;Non;Printemps
20230519;0.0;8.5;417;22.4;1334;15.9;15.5;13.9;0;Soleil;Non;Printemps
20230520;0.0;11.4;210;24.0;1511;17.5;17.7;12.6;0;Soleil;Non;Printemps
20230521;0.0;13.0;419;23.8;1246;18.3;18.4;10.8;0;Soleil;Non;Printemps
20230522;0.0;12.4;349;24.9;1358;17.8;18.7;12.5;0;Soleil;Non;Printemps
20230523;0.0;12.8;433;21.5;1348;15.2;17.2;8.7;0;Soleil;Non;Printemps
20230524;0.0;8.3;358;22.5;1513;15.6;15.4;14.2;0;Soleil;Non;Printemps
20230525;0.0;10.4;442;24.0;1424;17.5;17.2;13.6;0;Soleil;Non;Printemps
20230526;0.0;10.2;413;25.3;1535;17.9;17.8;15.1;0;Soleil;Non;Printemps
20230527;0.0;11.2;442;26.2;1302;19.3;18.7;15.0;0;Soleil;Non;Printemps
20230528;0.0;13.2;351;28.6;1442;21.0;20.9;15.4;0;Chaleurs;Non;Printemps
20230529;0.0;13.5;424;26.6;1449;19.4;20.1;13.1;0;Soleil;Non;Printemps
20230530;0.2;10.5;403;25.0;1431;18.0;17.8;14.5;0;Soleil;Non;Printemps
20230531;0.0;11.9;419;28.2;1520;20.5;20.1;16.3;0;Chaleurs;Non;Printemps
20230601;0.0;14.2;420;29.0;1403;20.9;21.6;14.8;0;Chaleurs;Non;Printemps
20230602;0.0;10.7;349;23.5;1425;16.6;17.1;12.8;0;Soleil;Non;Printemps
20230603;0.0;11.5;357;26.9;1504;19.6;19.2;15.4;0;Soleil;Non;Printemps
20230604;0.0;13.0;404;28.1;1432;20.5;20.6;15.1;0;Chaleurs;Non;Printemps
20230605;0.0;13.2;430;28.1;1449;20.6;20.7;14.9;0;Chaleurs;Non;Printemps
20230606;0.0;12.2;347;28.7;1413;20.5;20.5;16.5;0;Chaleurs;Non;Printemps
20230607;0.0;13.9;435;29.5;1422;21.0;21.7;15.6;0;Chaleurs;Non;Printemps
20230608;0.0;15.3;421;29.8;1411;22.8;22.6;14.5;0;Chaleurs;Non;Printemps
20230609;0.0;16.0;411;31.6;1459;24.8;23.8;15.6;0;Canicule;Non;Printemps
20230610;0.0;19.9;358;30.5;1405;24.3;25.2;10.6;0;Canicule;Non;Printemps
20230611;4.3;20.6;259;27.1;1527;22.2;23.9;6.5;0;Pluie;Non;Printemps
20230612;0.2;17.3;342;28.6;1446;21.9;23.0;11.3;0;Chaleurs;Non;Printemps
20230613;0.0;16.3;401;31.0;1401;23.8;23.7;14.7;0;Canicule;Non;Printemps
20230614;0.0;15.6;427;30.9;1502;24.0;23.3;15.3;0;Canicule;Non;Printemps
20230615;0.0;15.9;356;30.7;1429;23.8;23.3;14.8;0;Canicule;Non;Printemps
20230616;0.0;15.9;418;30.9;1353;24.4;23.4;15.0;0;Canicule;Non;Printemps
20230617;10.2;19.5;422;30.7;1228;24.4;25.1;11.2;0;Canicule;Non;Printemps
20230618;14.0;18.7;416;29.9;1455;22.2;24.3;11.2;0;Pluie;Non;Printemps
20230619;0.2;16.9;359;26.5;1120;21.4;21.7;9.6;0;Chaleurs;Non;Printemps
20230620;0.0;18.7;232;27.7;1244;22.6;23.2;9.0;0;Chaleurs;Non;Printemps
20230621;1.8;17.9;436;29.4;1343;23.6;23.7;11.5;0;Pluie;Non;Ete
20230622;14.1;17.7;704;25.9;1608;20.2;21.8;8.2;0;Pluie;Non;Ete
20230623;0.0;16.0;421;30.1;1621;23.0;23.1;14.1;0;Canicule;Non;Ete
20230624;0.0;16.1;405;31.7;1453;24.4;23.9;15.6;0;Canicule;Non;Ete
20230625;0.0;17.8;432;34.3;1527;26.8;26.1;16.5;0;Canicule;Non;Ete
20230626;0.0;16.9;458;25.8;1359;20.1;21.4;8.9;0;Chaleurs;Non;Ete
20230627;0.0;15.4;354;27.1;1549;20.8;21.3;11.7;0;Chaleurs;Non;Ete
20230628;0.0;15.8;310;27.7;1312;22.3;21.8;11.9;0;Chaleurs;Non;Ete
20230629;0.0;19.9;443;27.2;1251;21.6;23.6;7.3;0;Chaleurs;Non;Ete
20230630;2.4;15.1;419;25.0;1311;20.4;20.1;9.9;0;Pluie;Non;Ete
20230701;1.4;16.4;210;24.3;1520;19.8;20.4;7.9;0;Pluie;Non;Ete
20230702;0.0;14.8;346;25.1;1527;19.3;20.0;10.3;0;Soleil;Non;Ete
20230703;0.0;17.3;348;25.3;1429;20.6;21.3;8.0;0;Chaleurs;Non;Ete
20230704;22.7;14.7;414;24.3;1158;18.7;19.5;9.6;0;Pluie;Non;Ete
20230705;0.2;12.7;421;22.2;1325;17.2;17.5;9.5;0;Soleil;Non;Ete
20230706;0.0;12.0;357;28.0;1641;20.6;20.0;16.0;0;Chaleurs;Non;Ete
20230707;0.0;14.4;336;31.9;1603;24.3;23.2;17.5;0;Canicule;Non;Ete
20230708;0.0;19.7;429;34.3;1440;27.2;27.0;14.6;0;Canicule;Oui;Ete
20230709;0.0;20.9;437;29.7;1412;23.8;25.3;8.8;;Chaleurs;Oui;Ete
20230710;0.0;17.1;343;29.8;1528;23.7;23.5;12.7;0;Chaleurs;Oui;Ete
20230711;0.0;16.9;346;32.7;1545;25.3;24.8;15.8;0;Canicule;Oui;Ete
20230712;0.0;17.2;548;26.2;1642;20.8;21.7;9.0;0;Chaleurs;Oui;Ete
20230713;0.0;17.2;432;25.3;1358;20.4;21.3;8.1;0;Chaleurs;Oui;Ete
20230714;0.2;16.0;326;31.4;1605;24.6;23.7;15.4;0;Canicule;Oui;Ete
20230715;2.4;20.4;717;25.4;1647;22.4;22.9;5.0;0;Pluie;Oui;Ete
20230716;0.0;15.7;422;25.7;1602;20.5;20.7;10.0;0;Chaleurs;Oui;Ete
20230717;0.0;15.0;206;26.4;1407;20.3;20.7;11.4;0;Chaleurs;Oui;Ete
20230718;0.0;14.1;433;30.4;1711;22.9;22.3;16.3;0;Canicule;Oui;Ete
20230719;0.0;17.1;446;25.4;1506;20.6;21.3;8.3;0;Chaleurs;Oui;Ete
20230720;0.4;15.3;219;26.5;1259;21.0;20.9;11.2;0;Chaleurs;Oui;Ete
20230721;0.0;15.7;507;25.5;1408;20.2;20.6;9.8;0;Chaleurs;Oui;Ete
20230722;0.0;12.7;346;26.4;1713;20.5;19.6;13.7;0;Chaleurs;Oui;Ete
20230723;2.6;17.9;353;25.2;1543;20.9;21.6;7.3;0;Pluie;Oui;Ete
20230724;10.4;17.8;354;24.2;1508;19.9;21.0;6.4;0;Pluie;Oui;Ete
20230725;0.4;13.9;800;22.2;1350;17.0;18.1;8.3;0;Soleil;Oui;Ete
20230726;0.0;12.5;259;24.3;1547;19.5;18.4;11.8;0;Soleil;Oui;Ete
20230727;5.8;18.7;1610;22.0;1058;19.7;20.4;3.3;0;Pluie;Oui;Ete
20230728;37.6;18.5;447;24.8;1223;20.4;21.7;6.3;0;Pluie;Oui;Ete
20230729;3.2;17.3;444;26.6;1433;20.5;22.0;9.3;0;Pluie;Oui;Ete
20230730;0.0;16.0;453;24.5;1343;19.9;20.3;8.5;0;Soleil;Oui;Ete
20230731;9.4;17.9;537;20.8;1405;19.0;19.4;2.9;0;Pluie;Oui;Ete
20230801;25.7;15.3;514;23.8;1149;19.3;19.6;8.5;0;Pluie;Oui;Ete
20230802;3.5;16.8;54;25.2;954;20.3;21.0;8.4;0;Pluie;Oui;Ete
20230803;7.7;15.7;308;20.4;1231;17.0;18.1;4.7;0;Pluie;Oui;Ete
20230804;5.2;14.6;342;23.8;1435;17.8;19.2;9.2;0;Pluie;Oui;Ete
20230805;1.6;13.6;118;20.0;1739;16.4;16.8;6.4;0;Pluie;Oui;Ete
20230806;0.0;13.8;347;21.1;1519;16.8;17.5;7.3;0;Soleil;Oui;Ete
20230807;0.0;12.7;438;24.4;1446;18.2;18.6;11.7;0;Soleil;Oui;Ete
20230808;0.0;15.0;112;25.0;1452;20.0;20.0;10.0;0;Chaleurs;Oui;Ete
20230809;0.0;16.4;33;25.9;1520;19.9;21.2;9.5;0;Soleil;Oui;Ete
20230810;0.0;14.5;400;29.7;1603;22.0;22.1;15.2;0;Chaleurs;Oui;Ete
20230811;15.9;17.3;437;28.5;1152;22.2;22.9;11.2;0;Pluie;Oui;Ete
20230812;0.4;18.6;755;27.4;1326;21.9;23.0;8.8;0;Chaleurs;Oui;Ete
20230813;0.0;17.5;2316;25.9;1446;20.4;21.7;8.4;0;Chaleurs;Oui;Ete
20230814;1.6;15.6;59;29.5;1402;21.8;22.6;13.9;0;Pluie;Oui;Ete
20230815;0.0;18.3;451;26.3;1023;21.7;22.3;8.0;0;Chaleurs;Oui;Ete
20230816;0.0;17.0;532;29.8;1443;22.7;23.4;12.8;0;Chaleurs;Oui;Ete
20230817;0.0;17.5;515;30.7;1417;23.9;24.1;13.2;;Canicule;Oui;Ete
20230818;0.0;18.0;431;31.9;1557;25.4;25.0;13.9;0;Canicule;Oui;Ete
20230819;1.8;21.1;1018;27.8;1622;24.2;24.5;6.7;0;Pluie;Oui;Ete
20230820;0.0;17.3;426;32.1;1404;24.7;24.7;14.8;0;Canicule;Oui;Ete
20230821;0.0;17.4;453;31.5;1600;23.5;24.5;14.1;0;Canicule;Oui;Ete
20230822;0.0;17.3;348;33.3;1533;24.4;25.3;16.0;0;Canicule;Oui;Ete
20230823;0.2;17.5;500;32.8;1414;25.0;25.2;15.3;0;Canicule;Oui;Ete
20230824;0.2;21.3;243;30.4;909;24.0;25.9;9.1;0;Canicule;Oui;Ete
20230825;0.0;20.2;1758;22.1;1426;20.4;21.2;1.9;0;Chaleurs;Oui;Ete
20230826;0.0;14.6;551;23.7;1406;18.6;19.2;9.1;0;Soleil;Oui;Ete
20230827;7.5;13.4;458;22.7;1310;16.7;18.1;9.3;0;Pluie;Oui;Ete
20230828;0.6;13.6;2341;23.3;1501;17.1;18.5;9.7;0;Soleil;Oui;Ete
20230829;0.0;13.1;428;22.2;1044;17.4;17.7;9.1;0;Soleil;Oui;Ete
20230830;0.0;12.8;40;22.4;1440;17.4;17.6;9.6;0;Soleil;Oui;Ete
20230831;1.2;14.6;2027;19.4;1914;17.4;17.0;4.8;0;Pluie;Oui;Ete
20230901;0.6;17.5;434;23.6;1442;20.1;20.6;6.1;0;Chaleurs;Oui;Ete
20230902;0.0;15.5;500;31.9;1356;22.9;23.7;16.4;0;Canicule;Oui;Ete
20230903;0.0;17.7;519;33.2;1437;24.7;25.5;15.5;0;Canicule;Oui;Ete
20230904;0.0;17.7;601;32.6;1507;24.6;25.2;14.9;0;Canicule;Oui;Ete
20230905;0.0;18.0;357;35.0;1536;24.5;26.5;17.0;0;Canicule;Non;Ete
20230906;0.0;18.4;447;35.7;1400;25.7;27.1;17.3;0;Canicule;Non;Ete
20230907;0.0;16.4;516;34.6;1522;24.4;25.5;18.2;0;Canicule;Non;Ete
20230908;0.0;18.8;511;36.5;1355;26.1;27.7;17.7;0;Canicule;Non;Ete
20230909;0.0;19.2;518;36.2;1453;27.6;27.7;17.0;0;Canicule;Non;Ete
20230910;0.0;19.8;539;35.6;1508;27.1;27.7;15.8;0;Canicule;Non;Ete
20230911;0.0;19.7;550;30.4;1514;23.5;25.1;10.7;0;Canicule;Non;Ete
20230912;17.1;18.1;545;20.1;748;18.8;19.1;2.0;0;Pluie;Non;Ete
20230913;0.0;16.8;2159;22.7;1240;19.0;19.8;5.9;0;Gris;Non;Ete
20230914;0.0;14.8;510;26.9;1426;19.7;20.9;12.1;0;Gris;Non;Ete
20230915;0.0;14.1;306;29.5;1429;20.9;21.8;15.4;0;Chaleurs;Non;Ete
20230916;0.0;14.9;538;26.6;1336;20.8;20.8;11.7;0;Chaleurs;Non;Ete
20230917;5.9;17.0;514;27.8;1532;21.4;22.4;10.8;0;Pluie;Non;Ete
20230918;2.8;17.8;325;25.4;1226;19.7;21.6;7.6;0;Pluie;Non;Ete
20230919;0.0;14.2;550;21.9;1601;18.4;18.1;7.7;0;Gris;Non;Ete
20230920;3.6;16.5;552;25.4;1555;20.9;21.0;8.9;0;Pluie;Non;Ete
20230921;10.5;15.2;1158;18.2;1601;16.6;16.7;3.0;0;Pluie;Non;Ete
20230922;11.3;12.7;646;18.3;1345;14.5;15.5;5.6;0;Pluie;Non;Ete
20230923;0.0;11.0;534;19.5;1518;13.9;15.3;8.5;0;Gris;Non;Automne
20230924;0.2;8.8;547;22.4;1436;15.3;15.6;13.6;0;Gris;Non;Automne
20230925;0.0;10.5;325;26.9;1349;17.3;18.7;16.4;0;Gris;Non;Automne
20230926;0.0;13.2;537;26.9;1342;18.7;20.1;13.7;0;Gris;Non;Automne
20230927;0.0;14.0;504;27.7;1357;20.7;20.9;13.7;0;Chaleurs;Non;Automne
20230928;0.0;16.9;651;23.9;1450;20.4;20.4;7.0;0;Chaleurs;Non;Automne
20230929;0.0;18.0;1800;23.5;1406;18.9;20.8;5.5;0;Gris;Non;Automne
20230930;0.0;11.0;425;26.4;1353;16.8;18.7;15.4;0;Gris;Non;Automne
20231001;0.0;13.0;531;28.5;1428;19.4;20.8;15.5;0;Gris;Non;Automne
20231002;0.0;14.7;428;30.0;1426;21.8;22.4;15.3;0;Chaleurs;Non;Automne
20231003;0.6;16.8;1800;21.4;1121;18.5;19.1;4.6;0;Gris;Non;Automne
20231004;0.0;10.4;603;21.3;1452;14.9;15.9;10.9;0;Gris;Non;Automne
20231005;0.0;10.1;603;22.5;1237;15.3;16.3;12.4;0;Gris;Non;Automne
20231006;0.0;9.2;534;25.0;1436;15.0;17.1;15.8;0;Gris;Non;Automne
20231007;0.0;10.4;247;26.8;1350;17.0;18.6;16.4;0;Gris;Non;Automne
20231008;0.0;11.5;617;29.7;1424;18.2;20.6;18.2;0;Gris;Non;Automne
20231009;0.0;12.5;553;28.7;1251;18.3;20.6;16.2;0;Gris;Non;Automne
20231010;0.0;11.6;533;29.5;1455;18.9;20.6;17.9;0;Gris;Non;Automne
20231011;0.0;12.6;241;26.9;1403;19.2;19.8;14.3;0;Gris;Non;Automne
20231012;3.6;16.0;1833;23.0;1519;19.7;19.5;7.0;0;Pluie;Non;Automne
20231013;0.4;18.3;627;26.2;1126;21.5;22.3;7.9;0;Chaleurs;Non;Automne
20231014;0.2;11.7;526;17.0;1403;13.7;14.4;5.3;0;Gris;Non;Automne
